"","RunIdentifier","eventID","principalInvestigator","samplingProtocol","dayDeployed","dayCollected","timeOfDay","yearDeployed","yearCollected","lengthDeployment","collectorList","labWorkerList","continentOcean","country","municipality","county","locality","island","islandGroup","locationID","locationRemarks","decimalLatitude","decimalLongitude","DMSLatitude","DMSLongitude","horizontalDatum","habitat","depthOfBottomInMeters","minimumDepthinMeters","maximumDepthinMeters","fieldNotes","fullUnit","scrubbie","unitNotes","unitAttachment","unitImageInSitu","unitRetrievalBin","unitRetrievalBinNotes","unitRetrievalUnfilteredWater","unitRetrievalFilteredWater","unitRetrievalBubbler","timeBetweenRetrievalAndProcessing","associatedInSituEnvData","associatedInSituEnvDataNotes","associatedInSituEnvParameters","associatedBenthicData","associatedBenthicDataNotes","eventEnteredBy","recordedbyID","permitType","permitURI","eventRemarks","bcid","uniqueLatLong","materialSampleID","sampleSizeFractionation","sampleWetWeight","weightNotes","institutionCode","institutionID","collectionCode","traditionalKnowledgeNotice","associatedMedia","associatedReferences","datasetName","sampleEnteredBy","subProject","fractionStorageBuffer","motileFractionDecanting","motileFractionDecantingARMSProtocolFollowed","motileFractionWeightPostDecantation","fractionDecantingMethod","fractionNotes","homogenisation","homogenisationSample","homogenisationMethod","sessileWaterRemoval","sessileFractionWash","sessileFractionWashMethod","sessileFractionWashMethodNotes","sampleExtractionKitManufacturer","sampleExtractionKit","sampleExtractionWeight","sampleExtractCleanUp","sampleExtractCleanUpKitManufacturer","sampleExtractCleanUpKit","sampleExtractArchive","X","X.1","bioSampleAccession","bioProjectAccession","metabarcodingGeneticMarker","ampliconPrimerForward","ampliconPrimerReverse","ampliconPrimerRef","ampliconPCRTriplicates","ampliconPCRProtocol","ampliconPCRPolymerase","ampliconPCRCycles","ampliconAnnealingTemp","ampliconPCRNotes","ampliconPCRTriplicateMerged","libraryPrepProtocol","indexPCRMethod","indexPCRKit","indexPCRProtocol","sequencingRunID","sequencingTriplicates"
"JAR_11_100","Run18","Ransome_JAR11_JAR11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",NA,2012,2015,34,"",NA,"Pacific","Line Islands",NA,"","Jarvis","Jarvis Island","Line Islands","JAR11",NA,-0.369001552,-160.008115,"00° 22' 08.40"" S","160° 00' 29.21"" W",NA,"forereef",16,NA,16,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_11C","-0.369001552 -160.008115","Ransome_JAR11_JAR11C_120501_150301_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2137","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"JAR_11_500","Run18","Ransome_JAR11_JAR11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",NA,2012,2015,34,"",NA,"Pacific","Line Islands",NA,"","Jarvis","Jarvis Island","Line Islands","JAR11",NA,-0.369001552,-160.008115,"00° 22' 08.40"" S","160° 00' 29.21"" W",NA,"forereef",16,NA,16,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_11C","-0.369001552 -160.008115","Ransome_JAR11_JAR11C_120501_150301_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2138","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"KAU_8_100","Run18","Ransome_KAU08_KAU08A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"Molly Timmers",NA,"Pacific","USA",NA,"","Kauai","Kauai","Hawaiian Islands","KAU08",NA,22.16686667,-159.6802167,"22° 10' 00.72"" N","159° 40' 48.78"" W",NA,"forereef",12,NA,12,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MHI_2013_KAU_08A","22.16686667 -159.6802167","Ransome_KAU08_KAU08A_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2148","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"LIS_10_100","Run18","Ransome_LIS10_LIS10B_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"Molly Timmers",NA,"Pacific","USA",NA,"","Lisianski","Lisianski","Northwest Hawaiian Islands","LIS10",NA,25.944517,-173.9535,"25° 56' 40.26"" N","173° 57' 12.59"" W",NA,"forereef",15,NA,15,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2NWHI_2013_LIS_10B","25.944517 -173.9535","Ransome_LIS10_LIS10B_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2178","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MAU_4A_100","Run18","Ransome_MAU04_MAU04A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Maug","Northern Mariana Islands","MAU04",NA,20.01393333,145.2343167,"20° 00' 50.15"" N","145° 14' 03.54"" E",NA,"forereef",15,NA,15,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_MAU_04A","20.01393333 145.2343167","Ransome_MAU04_MAU04A_110101_140101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2187","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MAU_4B_500","Run18","Ransome_MAU04_MAU04B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Maug","Northern Mariana Islands","MAU04",NA,20.01393333,145.2343167,"20° 00' 50.15"" N","145° 14' 03.54"" E",NA,"forereef",15,NA,15,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_MAU_04B","20.01393333 145.2343167","Ransome_MAU04_MAU04B_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2191","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"MAU_4C_500","Run18","Ransome_MAU04_MAU04C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Maug","Northern Mariana Islands","MAU04",NA,20.01393333,145.2343167,"20° 00' 50.15"" N","145° 14' 03.54"" E",NA,"forereef",15,NA,15,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_MAU_04C","20.01393333 145.2343167","Ransome_MAU04_MAU04C_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2194","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"PAG_1_500","Run18","Ransome_PAG01_PAG01C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG01",NA,18.10722,145.78577,"18° 06' 25.99"" N","145° 47' 08.77"" E",NA,"forereef",17,NA,17,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_01C","18.10722 145.78577","Ransome_PAG01_PAG01C_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2232","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"PAG_5_100","Run18","Ransome_PAG05_PAG05C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG05",NA,18.11947,145.75555,"18° 07' 10.09"" N","145° 45' 19.97"" E",NA,"forereef",12,NA,12,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_05C","18.11947 145.75555","Ransome_PAG05_PAG05C_110101_140101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2234","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"PAG_5_500","Run18","Ransome_PAG05_PAG05C_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG05",NA,18.11947,145.75555,"18° 07' 10.09"" N","145° 45' 19.97"" E",NA,"forereef",12,NA,12,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_05C","18.11947 145.75555","Ransome_PAG05_PAG05C_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2235","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"PAG_9_500","Run18","Ransome_PAG09_PAG09B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Pagan","Northern Mariana Islands","PAG09",NA,18.07072,145.71376,"18° 04' 14.59"" N","145° 42' 49.53"" E",NA,"forereef",11,NA,11,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_PAG_09B","18.07072 145.71376","Ransome_PAG09_PAG09B_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2238","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"PHR_33C_100","Run18","Ransome_PHR33_PHR33C_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"Molly Timmers",NA,"Pacific","USA",NA,"","Pearl and Hermes","Pearl and Hermes","Northwest Hawaiian Islands","PHR33",NA,27.785467,-175.82375,"27° 47' 07.68"" N","175° 49' 25.49"" W",NA,"forereef",14,NA,14,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2NWHI_2013_PHR_33C","27.785467 -175.82375","Ransome_PHR33_PHR33C_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2258","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"PHR_42_100","Run18","Ransome_PHR42_PHR42A_100101_130101","Ransome","ARMS","01/01/2010","01/01/2013",NA,2010,2013,36,"Molly Timmers",NA,"Pacific","USA",NA,"","Pearl and Hermes","Pearl and Hermes","Northwest Hawaiian Islands","PHR42",NA,27.753133,-175.948767,"27° 45' 11.27"" N","175° 56' 55.56"" W",NA,"forereef",16,NA,16,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2NWHI_2013_PHR_42A","27.753133 -175.948767","Ransome_PHR42_PHR42A_100101_130101_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2261","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"ROS_25_500","Run18","Ransome_ROS25_ROS25C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",NA,2012,2015,34,"Molly Timmers",NA,"Pacific","American Samoa",NA,"","Rose Atoll","Rose Atoll","Rose Atoll","ROS25",NA,-14.52938333,-168.1534833,"14° 31' 45.77"" S","168° 09' 12.53"" W",NA,"forereef",10,NA,10,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2SI_2015_ROS_25C","-14.52938333 -168.1534833","Ransome_ROS25_ROS25C_120401_150201_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2270","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"SAI_6_500","Run18","Ransome_SAI06_SAI06B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",NA,2011,2014,36,"Molly Timmers",NA,"Pacific","Northern Mariana Islands",NA,"","Northern Mariana Islands","Saipan","Northern Mariana Islands","SAI06",NA,15.15643,145.69002,"15° 09' 23.14"" N","145° 41' 24.07"" E",NA,"forereef",11,NA,11,NA,"",NA,"Rev B","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/FDQ2MI_2014_SAI_06B","15.15643 145.69002","Ransome_SAI06_SAI06B_110101_140101_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2276","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"TIM_1_500","Run18","Ransome_TIM01_TIM01A_121015_141009","Ransome","ARMS","15/10/2012","09/10/2014",NA,2012,2014,23,"Molly Timmers, Max Sudnovsky",NA,"Pacific","East Timor",NA,"","Dili Rock","","","TIM01",NA,-8.55465,125.49913,"08° 33' 16.74"" S","125° 29' 56.86"" E",NA,"fringing reef",13,NA,13,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/Cak2TIM_01_A","-8.55465 125.49913","Ransome_TIM01_TIM01A_121015_141009_500_ETOH","500",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2282","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"TIM_2_100","Run18","Ransome_TIM02_TIM02A_121017_140922","Ransome","ARMS","17/10/2012","22/09/2014",NA,2012,2014,23,"Molly Timmers, Max Sudnovsky",NA,"Pacific","East Timor",NA,"","Beacou","","","TIM02",NA,-8.85329,125.01327,"08° 51' 11.84"" S","125° 00' 47.77"" E",NA,"fringing reef",14,NA,14,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/Cak2TIM_02_A","-8.85329 125.01327","Ransome_TIM02_TIM02A_121017_140922_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2284","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
"TIM_8_100","Run18","Ransome_TIM08_TIM08A_121023_140925","Ransome","ARMS","23/10/2012","25/09/2014",NA,2012,2014,23,"Molly Timmers, Max Sudnovsky",NA,"Pacific","East Timor",NA,"","East East Timor","","","TIM08",NA,-8.34638,127.161,"08° 20' 46.96"" S","127° 09' 39.60"" E",NA,"forereef",15,NA,15,NA,"Yes",NA,"RevC","Benthos",NA,"Mesh crate",NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://n2t.net/ark:/21547/Cak2TIM_08_A","-8.34638 127.161","Ransome_TIM08_TIM08A_121023_140925_100_ETOH","100",NA,NA,"ICL","Imperial College London",NA,NA,NA,NA,"Ransome ARMS",NA,NA,"ETOH","Yes","Yes",NA,NA,"fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","pestle and mortar",NA,NA,NA,NA,"MoBio","PowerMax Soil DNA Isolation Kit",NA,"Yes","MoBio","PowerClean DNA Cleanup Kit",NA,NA,NA,NA,NA,"COI","mlCOIintF","jgHCO2198","Leray et al., 2013; Geller et al., 2289","Yes","touchdown","Advantage 2 (Clontech)",36,46,"Touchddown protocol with 16 cycles from 62-46C, followed by 20 cycles at 46C","Yes","Casey et al., 2021","Casey et al., 2021","TruSeq DNA PCR-Free IT Library Prep Kit","manufacturer",NA,"No"
